nuc_id,chr,center,coverage,gene,acc,gene_pos
10415,4,1003027,0.82,CIA1,YDR267C,4
10416,4,1002820,8.1,,YDR266C,-3
10417,4,1002652,8.5,,YDR266C,-2
10418,4,1002490,6.33,,YDR266C,-1
10419,4,1002183,6.6,,YDR266C,1
10420,4,1002019,5.84,,YDR266C,2
10421,4,1001867,7.19,,YDR266C,3
10422,4,1001713,7.94,,YDR266C,4
10423,4,1001552,6,,YDR266C,5
10424,4,1001388,7.06,,YDR266C,6
10425,4,1001237,3.71,,YDR266C,7
10426,4,1001084,6.48,,YDR266C,8
10427,4,1000949,7.2,,YDR266C,9
10428,4,1000786,1.21,,YDR266C,10
10429,4,1000603,5.33,,YDR266C,11
10430,4,1000457,3.95,,YDR266C,12
10431,4,1000249,6.25,,YDR266C,13
10432,4,999827,5.96,,,NaN
10433,4,999697,2.97,PEX10,YDR265W,7
10434,4,999524,6.11,PEX10,YDR265W,6
10435,4,999348,4.1,PEX10,YDR265W,5
10436,4,999188,7.33,PEX10,YDR265W,4
10437,4,999027,8.17,AKR1,YDR264C,-3
10438,4,998868,7.67,AKR1,YDR264C,-2
10439,4,998680,10.2,AKR1,YDR264C,-1
10440,4,998355,2.92,PEX10,YDR265W,-1
10441,4,998202,6.7,PEX10,YDR265W,-2
10442,4,998050,8.18,PEX10,YDR265W,-3
10443,4,997877,9.44,AKR1,YDR264C,5
10444,4,997710,2.49,AKR1,YDR264C,6
10445,4,997574,4.72,AKR1,YDR264C,7
10446,4,997423,7.12,AKR1,YDR264C,8
10447,4,997248,2.24,AKR1,YDR264C,9
10448,4,996963,5.35,AKR1,YDR264C,11
10449,4,996686,8.64,AKR1,YDR264C,13
10450,4,996528,2.48,AKR1,YDR264C,14
10451,4,996361,5.89,AKR1,YDR264C,15
10452,4,996204,1.59,DIN7,YDR263C,-3
10453,4,996072,0.95,DIN7,YDR263C,-2
10454,4,995904,2.68,DIN7,YDR263C,-1
10455,4,995623,4.06,DIN7,YDR263C,1
10456,4,995449,8.22,DIN7,YDR263C,2
10457,4,995278,5.53,DIN7,YDR263C,3
10458,4,995097,4.76,DIN7,YDR263C,4
10459,4,994951,3.25,DIN7,YDR263C,5
10460,4,994787,3.63,DIN7,YDR263C,6
10461,4,994618,3.51,DIN7,YDR263C,7
10462,4,994428,3.08,DIN7,YDR263C,8
10463,4,994306,3.47,DIN7,YDR263C,9
10464,4,994115,0.89,,,NaN
10465,4,993931,8.19,,,NaN
10466,4,993773,5.61,,YDR262W,5
10467,4,993632,6.56,,YDR262W,4
10468,4,993473,5.63,,YDR262W,3
10469,4,993326,6.42,,YDR262W,2
10470,4,993170,4.49,,YDR262W,1
10471,4,992851,3.02,,YDR262W,-1
10472,4,992686,3.07,,YDR262W,-2
10473,4,992544,2.3,,YDR262W,-3
10474,4,992345,0.97,,,NaN
10475,4,992186,4.37,,,NaN
10476,4,992068,2.17,,,NaN
10477,4,991901,4.94,,,NaN
10478,4,991661,2.29,,,NaN
10479,4,991498,5.96,,,NaN
10480,4,991305,7.36,,,NaN
10481,4,991134,6.83,,,NaN
10482,4,990971,11.39,,,NaN
10483,4,990784,3.75,,,NaN
10484,4,990680,2.76,,,NaN
10485,4,990489,6.91,,,NaN
10486,4,990307,1.55,,,NaN
10487,4,990172,3.64,,,NaN
10488,4,990014,5.94,,,NaN
10489,4,989828,9.17,,,NaN
10490,4,989658,3.25,,,NaN
10491,4,989487,7.1,,,NaN
10492,4,989326,3.31,,,NaN
10493,4,989122,6.04,,,NaN
10494,4,988939,13.43,,,NaN
10495,4,988713,7.95,,,NaN
10496,4,988536,0.91,,,NaN
10497,4,988422,7.56,,,NaN
10498,4,988134,11.46,,,NaN
10499,4,987959,4.4,,,NaN
10500,4,987822,7.96,,,NaN
10501,4,987576,1.39,,,NaN
10502,4,987396,1.53,,,NaN
10503,4,987115,2.49,,,NaN
10504,4,986884,1.62,,,NaN
10505,4,986705,1.42,,,NaN
10506,4,986466,4.92,,,NaN
10507,4,986244,2.1,,,NaN
10508,4,986042,3.56,,,NaN
10509,4,985899,2.2,,,NaN
10510,4,985728,1.02,,,NaN
10511,4,985485,2.06,,,NaN
10512,4,985182,1.19,,,NaN
10513,4,984929,1.76,,,NaN
10514,4,984761,3.06,,,NaN
10515,4,984541,4.16,,,NaN
10516,4,984321,3.06,,,NaN
10517,4,984155,1.2,,,NaN
10518,4,983947,2.49,,,NaN
10519,4,983784,2.54,,,NaN
10520,4,983601,1.93,,,NaN
10521,4,983428,3.67,,,NaN
10522,4,983278,2.9,,,NaN
10523,4,983117,5.34,,,NaN
10524,4,982975,3.68,,,NaN
10525,4,982805,7.91,,,NaN
10526,4,982636,6.34,,,NaN
10527,4,982455,2.35,,,NaN
10528,4,982284,4.28,,,NaN
10529,4,982119,1.18,,,NaN
10530,4,981937,6.87,,,NaN
10531,4,981785,2.15,,,NaN
10532,4,981650,3.88,,,NaN
10533,4,981208,2.75,,,NaN
10534,4,981041,1.9,,,NaN
10535,4,980815,6.69,,,NaN
10536,4,980652,4.73,,,NaN
10537,4,980467,6.55,,,NaN
10538,4,980301,4.32,,,NaN
10539,4,980151,1.18,,,NaN
10540,4,980004,4.18,,,NaN
10541,4,979855,1.91,EXG2,YDR261C,-3
10542,4,979713,2.13,EXG2,YDR261C,-2
10543,4,979548,3.23,EXG2,YDR261C,-1
10544,4,979222,7.54,EXG2,YDR261C,1
10545,4,979068,6.42,EXG2,YDR261C,2
10546,4,978891,5.29,EXG2,YDR261C,3
10547,4,978735,4.92,EXG2,YDR261C,4
10548,4,978580,4.42,EXG2,YDR261C,5
10549,4,978418,4.13,EXG2,YDR261C,6
10550,4,978306,4.17,EXG2,YDR261C,7
10551,4,978106,3.49,EXG2,YDR261C,8
10552,4,977974,3.76,EXG2,YDR261C,9
10553,4,977838,3.63,SWM1,YDR260C,-3
10554,4,977683,6.5,SWM1,YDR260C,-2
10555,4,977550,2.31,SWM1,YDR260C,-1
10556,4,977237,2.59,SWM1,YDR260C,1
10557,4,977062,2.97,SWM1,YDR260C,2
10558,4,976902,0.68,SWM1,YDR260C,3
10559,4,976535,0.53,YAP6,YDR259C,-2
10560,4,976095,0.54,YAP6,YDR259C,-1
10561,4,975932,5.56,YAP6,YDR259C,1
10562,4,975735,4.57,YAP6,YDR259C,2
10563,4,975592,6.57,YAP6,YDR259C,3
10564,4,975423,5.44,YAP6,YDR259C,4
10565,4,975274,7.43,YAP6,YDR259C,5
10566,4,975099,6.26,HSP78,YDR258C,-3
10567,4,974926,2.03,HSP78,YDR258C,-2
10568,4,974656,4.15,HSP78,YDR258C,-1
10569,4,974127,1.57,HSP78,YDR258C,1
10570,4,973941,4.65,HSP78,YDR258C,2
10571,4,973763,4.47,HSP78,YDR258C,3
10572,4,973628,0.92,HSP78,YDR258C,4
10573,4,973510,5.61,HSP78,YDR258C,5
10574,4,973350,2.38,HSP78,YDR258C,6
10575,4,973148,2.74,HSP78,YDR258C,7
10576,4,972953,2.44,HSP78,YDR258C,8
10577,4,972832,1.95,HSP78,YDR258C,9
10578,4,972676,5.2,HSP78,YDR258C,10
10579,4,972509,3.14,HSP78,YDR258C,11
10580,4,972367,3.86,HSP78,YDR258C,12
10581,4,972218,1.78,HSP78,YDR258C,13
10582,4,972056,2.73,RKM4,YDR257C,-3
10583,4,971882,8.61,RKM4,YDR257C,-2
10584,4,971712,2.52,RKM4,YDR257C,-1
10585,4,971420,8.32,RKM4,YDR257C,1
10586,4,971260,8.33,RKM4,YDR257C,2
10587,4,971096,7.43,RKM4,YDR257C,3
10588,4,970926,2.81,RKM4,YDR257C,4
10589,4,970789,6.78,RKM4,YDR257C,5
10590,4,970628,4.27,RKM4,YDR257C,6
10591,4,970481,0.96,RKM4,YDR257C,7
10592,4,970341,7.85,RKM4,YDR257C,8
10593,4,970180,7.25,CTA1,YDR256C,-3
10594,4,970020,6.02,CTA1,YDR256C,-2
10595,4,969803,4.54,CTA1,YDR256C,-1
10596,4,969609,6.66,CTA1,YDR256C,1
10597,4,969441,7.99,CTA1,YDR256C,2
10598,4,969270,6.25,CTA1,YDR256C,3
10599,4,969102,8.29,CTA1,YDR256C,4
10600,4,968929,7.71,CTA1,YDR256C,5
10601,4,968760,9,CTA1,YDR256C,6
10602,4,968608,5.76,CTA1,YDR256C,7
10603,4,968430,9.01,RMD5,YDR255C,-3
10604,4,968266,7.59,RMD5,YDR255C,-2
10605,4,968113,3.55,RMD5,YDR255C,-1
10606,4,967809,10.62,RMD5,YDR255C,1
10607,4,967643,6.44,RMD5,YDR255C,2
10608,4,967481,5.02,RMD5,YDR255C,3
10609,4,967305,4.44,RMD5,YDR255C,4
10610,4,967140,6.39,RMD5,YDR255C,5
10611,4,966996,0.52,RMD5,YDR255C,6
10612,4,966791,5.67,RMD5,YDR255C,7
10613,4,966628,1.7,RMD5,YDR255C,8
10614,4,966457,3.76,,,NaN
10615,4,966227,2.79,CHL4,YDR254W,8
10616,4,966101,3.04,CHL4,YDR254W,7
10617,4,965955,7.06,CHL4,YDR254W,6
10618,4,965771,6.53,CHL4,YDR254W,5
10619,4,965586,4.44,CHL4,YDR254W,4
10620,4,965424,7.98,CHL4,YDR254W,3
10621,4,965256,6.28,CHL4,YDR254W,2
10622,4,965092,7.27,CHL4,YDR254W,1
10623,4,964775,2.55,MET32,YDR253C,1
10624,4,964594,5.52,MET32,YDR253C,2
10625,4,964421,3.73,MET32,YDR253C,3
10626,4,964270,7.12,MET32,YDR253C,4
10627,4,964100,7.77,MET32,YDR253C,5
10628,4,963946,1.68,,,NaN
10629,4,963780,12.14,,,NaN
10630,4,963615,9.79,BTT1,YDR252W,6
10631,4,963445,7.92,BTT1,YDR252W,5
10632,4,963192,1.96,BTT1,YDR252W,3
10633,4,963005,7.43,BTT1,YDR252W,2
10634,4,962830,3.52,BTT1,YDR252W,1
10635,4,962643,1.94,BTT1,YDR252W,-1
10636,4,962495,2.25,BTT1,YDR252W,-2
10637,4,962350,7.98,BTT1,YDR252W,-3
10638,4,962081,4.05,PAM1,YDR251W,12
10639,4,961916,0.81,PAM1,YDR251W,11
10640,4,961757,3.99,PAM1,YDR251W,10
10641,4,961595,2.13,PAM1,YDR251W,9
10642,4,961471,3.04,PAM1,YDR251W,8
10643,4,961282,5.03,PAM1,YDR251W,7
10644,4,961122,4.31,PAM1,YDR251W,6
10645,4,961002,2.28,PAM1,YDR251W,5
10646,4,960833,6.82,,YDR250C,-3
10647,4,960681,7.29,,YDR250C,-2
10648,4,960513,5.5,,YDR250C,-1
10649,4,960343,5.84,PAM1,YDR251W,1
10650,4,960058,4.95,,YDR249C,1
10651,4,959810,3.43,,YDR249C,2
10652,4,959661,8.16,,YDR249C,3
10653,4,959497,6.91,,YDR249C,4
10654,4,959317,6.14,,YDR249C,5
10655,4,959170,4.79,,YDR249C,6
10656,4,959009,3.25,,YDR248C,-3
10657,4,958778,4.71,,YDR248C,-2
10658,4,958623,2.62,,YDR248C,-1
10659,4,958378,7.84,,YDR248C,1
10660,4,958200,5.93,,YDR248C,2
10661,4,958059,8.17,,YDR248C,3
10662,4,957881,8.74,,YDR248C,4
10663,4,957689,2.37,,,NaN
10664,4,957515,1.37,,,NaN
10665,4,957365,3.05,,,NaN
10666,4,957244,5.55,VHS1,YDR247W,10
10667,4,957046,3.43,VHS1,YDR247W,9
10668,4,956841,2.86,VHS1,YDR247W,8
10669,4,956718,4.47,VHS1,YDR247W,7
10670,4,956562,7,VHS1,YDR247W,6
10671,4,956391,5.76,VHS1,YDR247W,5
10672,4,956216,5.98,VHS1,YDR247W,4
10673,4,956082,1.93,VHS1,YDR247W,3
10674,4,955871,3.83,VHS1,YDR247W,2
10675,4,955733,1.35,VHS1,YDR247W,1
10676,4,955381,2.58,VHS1,YDR247W,-1
10677,4,955252,0.68,VHS1,YDR247W,-2
10678,4,955111,4.21,,YDR246W-A,1
10679,4,954973,2.82,,YDR246W-A,-1
10680,4,954799,6.29,,YDR246W-A,-2
10681,4,954662,6.53,,YDR246W-A,-3
10682,4,954485,7.38,TRS23,YDR246W,2
10683,4,954325,5.91,TRS23,YDR246W,1
10684,4,954040,3.16,TRS23,YDR246W,-1
10685,4,953873,9.25,TRS23,YDR246W,-2
10686,4,953708,4.88,TRS23,YDR246W,-3
10687,4,953563,4.31,MNN10,YDR245W,6
10688,4,953404,6.14,MNN10,YDR245W,5
10689,4,953249,6.46,MNN10,YDR245W,4
10690,4,953092,7.25,MNN10,YDR245W,3
10691,4,952920,4.22,MNN10,YDR245W,2
10692,4,952764,4.66,MNN10,YDR245W,1
10693,4,952457,5.16,MNN10,YDR245W,-1
10694,4,952297,6.21,MNN10,YDR245W,-2
10695,4,952123,7.43,MNN10,YDR245W,-3
10696,4,951958,4.84,PEX5,YDR244W,10
10697,4,951806,4.16,PEX5,YDR244W,9
10698,4,951656,3.51,PEX5,YDR244W,8
10699,4,951549,5.29,PEX5,YDR244W,7
10700,4,951374,8.64,PEX5,YDR244W,6
10701,4,951201,6.72,PEX5,YDR244W,5
10702,4,951052,9.73,PEX5,YDR244W,4
10703,4,950886,10.43,PEX5,YDR244W,3
10704,4,950732,7.71,PEX5,YDR244W,2
10705,4,950573,6.03,PEX5,YDR244W,1
10706,4,950274,9.75,PRP28,YDR243C,1
10707,4,950106,11.43,PRP28,YDR243C,2
10708,4,949934,9.83,PRP28,YDR243C,3
10709,4,949767,6.78,PRP28,YDR243C,4
10710,4,949571,4.61,PRP28,YDR243C,5
10711,4,949453,5.12,PRP28,YDR243C,6
10712,4,949294,5.3,PRP28,YDR243C,7
10713,4,949116,7.2,PRP28,YDR243C,8
10714,4,948854,4.6,PRP28,YDR243C,10
10715,4,948683,5.88,PRP28,YDR243C,11
10716,4,948374,4.06,,,NaN
10717,4,948218,4.17,AMD2,YDR242W,10
10718,4,948047,1.18,AMD2,YDR242W,9
10719,4,947889,6.35,AMD2,YDR242W,8
10720,4,947720,4.22,AMD2,YDR242W,7
10721,4,947566,6.91,AMD2,YDR242W,6
10722,4,947413,6.1,AMD2,YDR242W,5
10723,4,947231,8.37,AMD2,YDR242W,4
10724,4,947065,7.79,AMD2,YDR242W,3
10725,4,946897,4.73,AMD2,YDR242W,2
10726,4,946747,4.13,AMD2,YDR242W,1
10727,4,946483,5.26,AMD2,YDR242W,-1
10728,4,946184,5.95,AMD2,YDR242W,-2
10729,4,946006,2.98,AMD2,YDR242W,-3
10730,4,945858,3.69,,,NaN
10731,4,945693,3.8,SNU56,YDR240C,-3
10732,4,945534,4.1,SNU56,YDR240C,-2
10733,4,945397,4.02,SNU56,YDR240C,-1
10734,4,945124,7.94,BUD26,YDR241W,1
10735,4,944959,11.07,BUD26,YDR241W,-1
10736,4,944790,7.8,BUD26,YDR241W,-2
10737,4,944628,7.48,BUD26,YDR241W,-3
10738,4,944473,5.93,SNU56,YDR240C,5
10739,4,944326,3.75,SNU56,YDR240C,6
10740,4,944154,7.95,SNU56,YDR240C,7
10741,4,943998,8.96,,YDR239C,-3
10742,4,943823,5.83,,YDR239C,-2
10743,4,943665,3.36,,YDR239C,-1
10744,4,943417,8.98,,YDR239C,1
10745,4,943248,8.47,,YDR239C,2
10746,4,943072,11.08,,YDR239C,3
10747,4,942904,6.89,,YDR239C,4
10748,4,942727,7.46,,YDR239C,5
10749,4,942577,5.15,,YDR239C,6
10750,4,942420,5.37,,YDR239C,7
10751,4,942269,5.91,,YDR239C,8
10752,4,942102,5.53,,YDR239C,9
10753,4,941940,7.57,,YDR239C,10
10754,4,941791,7.48,,YDR239C,11
10755,4,941603,7.32,,YDR239C,12
10756,4,941444,9.65,SEC26,YDR238C,-3
10757,4,941284,14.48,SEC26,YDR238C,-2
10758,4,941111,12.92,SEC26,YDR238C,-1
10759,4,940804,8.7,SEC26,YDR238C,1
10760,4,940646,5.79,SEC26,YDR238C,2
10761,4,940485,6.34,SEC26,YDR238C,3
10762,4,940332,7.07,SEC26,YDR238C,4
10763,4,940158,4.67,SEC26,YDR238C,5
10764,4,940009,8.5,SEC26,YDR238C,6
10765,4,939838,4.86,SEC26,YDR238C,7
10766,4,939707,6.21,SEC26,YDR238C,8
10767,4,939518,3.18,SEC26,YDR238C,9
10768,4,939403,4.03,SEC26,YDR238C,10
10769,4,939245,6.9,SEC26,YDR238C,11
10770,4,939108,2.17,SEC26,YDR238C,12
10771,4,938800,3.2,SEC26,YDR238C,14
10772,4,938645,4.5,SEC26,YDR238C,15
10773,4,938439,8.2,SEC26,YDR238C,16
10774,4,938253,6.52,SEC26,YDR238C,17
10775,4,938102,5.71,SEC26,YDR238C,18
10776,4,937949,7.99,SEC26,YDR238C,19
10777,4,937705,1.62,,,NaN
10778,4,937523,1.98,,,NaN
10779,4,937365,8.2,MRPL7,YDR237W,6
10780,4,937193,11.82,MRPL7,YDR237W,5
10781,4,937015,8.37,MRPL7,YDR237W,4
10782,4,936855,8.7,MRPL7,YDR237W,3
10783,4,936680,10.97,MRPL7,YDR237W,2
10784,4,936519,4.52,MRPL7,YDR237W,1
10785,4,936285,6.35,MRPL7,YDR237W,-1
10786,4,936137,5.37,FMN1,YDR236C,-1
10787,4,935906,8.8,FMN1,YDR236C,1
10788,4,935731,8.64,FMN1,YDR236C,2
10789,4,935571,7.52,FMN1,YDR236C,3
10790,4,935391,2.61,FMN1,YDR236C,4
10791,4,935258,5.9,FMN1,YDR236C,5
10792,4,935077,6.89,,,NaN
10793,4,934916,4.09,PRP42,YDR235W,9
10794,4,934707,6.17,PRP42,YDR235W,8
10795,4,934490,2.24,PRP42,YDR235W,7
10796,4,934355,5.27,PRP42,YDR235W,6
10797,4,934185,7.85,PRP42,YDR235W,5
10798,4,934019,6.54,PRP42,YDR235W,4
10799,4,933859,6.79,PRP42,YDR235W,3
10800,4,933695,6.42,PRP42,YDR235W,2
10801,4,933530,6.12,PRP42,YDR235W,1
10802,4,933253,3.57,PRP42,YDR235W,-1
10803,4,933092,12.92,PRP42,YDR235W,-2
10804,4,932913,3.54,PRP42,YDR235W,-3
10805,4,932794,5.47,LYS4,YDR234W,11
10806,4,932606,5.62,LYS4,YDR234W,10
10807,4,932477,7.24,LYS4,YDR234W,9
10808,4,932329,7.66,LYS4,YDR234W,8
10809,4,932177,6.15,LYS4,YDR234W,7
10810,4,932017,9.9,LYS4,YDR234W,6
10811,4,931837,8.47,LYS4,YDR234W,5
10812,4,931671,9.18,LYS4,YDR234W,4
10813,4,931520,7.88,LYS4,YDR234W,3
10814,4,931342,10.43,LYS4,YDR234W,2
10815,4,931169,9.18,LYS4,YDR234W,1
10816,4,930986,2.44,LYS4,YDR234W,-1
10817,4,930541,1.74,RTN1,YDR233C,-1
10818,4,930300,1.96,RTN1,YDR233C,1
10819,4,930146,3.64,RTN1,YDR233C,2
10820,4,929982,4.32,RTN1,YDR233C,3
10821,4,929843,5.81,RTN1,YDR233C,4
10822,4,929659,5.59,RTN1,YDR233C,5
10823,4,929475,0.57,RTN1,YDR233C,6
10824,4,929289,0.89,,,NaN
10825,4,929059,5.3,,,NaN
10826,4,928917,6.72,HEM1,YDR232W,12
10827,4,928800,0.74,HEM1,YDR232W,11
10828,4,928676,4.02,HEM1,YDR232W,10
10829,4,928517,4.03,HEM1,YDR232W,9
10830,4,928358,3.62,HEM1,YDR232W,8
10831,4,928212,1.35,HEM1,YDR232W,7
10832,4,928053,7.59,HEM1,YDR232W,6
10833,4,927912,5.73,HEM1,YDR232W,5
10834,4,927768,8.16,HEM1,YDR232W,4
10835,4,927598,11.77,HEM1,YDR232W,3
10836,4,927448,5.19,HEM1,YDR232W,2
10837,4,927244,11.42,HEM1,YDR232W,1
10838,4,926881,7.39,COX20,YDR231C,1
10839,4,926706,9.19,COX20,YDR231C,2
10840,4,926519,7.03,COX20,YDR231C,3
10841,4,926349,8.54,COX20,YDR231C,4
10842,4,926053,3.12,,YDR230W,3
10843,4,925896,5.58,,YDR230W,2
10844,4,925729,11,,YDR230W,1
10845,4,925563,11.51,,YDR230W,-1
10846,4,925403,5.04,,YDR230W,-2
10847,4,925243,9.18,,YDR230W,-3
10848,4,925074,10.39,IVY1,YDR229W,3
10849,4,924899,9.77,IVY1,YDR229W,2
10850,4,924744,3.08,IVY1,YDR229W,1
10851,4,924466,7.74,IVY1,YDR229W,-1
10852,4,924321,9.43,IVY1,YDR229W,-2
10853,4,924157,9.98,PCF11,YDR228C,-2
10854,4,923886,7.73,PCF11,YDR228C,-1
10855,4,923717,7.53,PCF11,YDR228C,1
10856,4,923564,9.82,PCF11,YDR228C,2
10857,4,923398,10.49,PCF11,YDR228C,3
10858,4,923224,3.67,PCF11,YDR228C,4
10859,4,923089,11.29,PCF11,YDR228C,5
10860,4,922940,2.37,PCF11,YDR228C,6
10861,4,922777,3.71,PCF11,YDR228C,7
10862,4,922619,6.64,PCF11,YDR228C,8
10863,4,922470,2.2,PCF11,YDR228C,9
10864,4,922253,4.45,PCF11,YDR228C,10
10865,4,922088,7.81,PCF11,YDR228C,11
10866,4,921936,0.62,PCF11,YDR228C,12
10867,4,921676,5.04,,,NaN
10868,4,921479,5.6,SIR4,YDR227W,26
10869,4,921315,4.12,SIR4,YDR227W,25
10870,4,921144,8.64,SIR4,YDR227W,24
10871,4,920990,6.07,SIR4,YDR227W,23
10872,4,920843,4.95,SIR4,YDR227W,22
10873,4,920529,3.09,SIR4,YDR227W,20
10874,4,920400,4.06,SIR4,YDR227W,19
10875,4,920151,4.9,SIR4,YDR227W,18
10876,4,919964,3.54,SIR4,YDR227W,17
10877,4,919819,6.66,SIR4,YDR227W,16
10878,4,919652,4.94,SIR4,YDR227W,15
10879,4,919458,2.62,SIR4,YDR227W,14
10880,4,919340,0.91,SIR4,YDR227W,13
10881,4,919176,1.28,SIR4,YDR227W,12
10882,4,919040,3.5,SIR4,YDR227W,11
10883,4,918762,7.98,SIR4,YDR227W,9
10884,4,918611,4.86,SIR4,YDR227W,8
10885,4,918446,3.99,SIR4,YDR227W,7
10886,4,918321,4.29,SIR4,YDR227W,6
10887,4,918155,8.71,SIR4,YDR227W,5
10888,4,917980,11.34,SIR4,YDR227W,4
10889,4,917814,7.66,SIR4,YDR227W,3
10890,4,917654,8.09,SIR4,YDR227W,2
10891,4,917501,8.16,SIR4,YDR227W,1
10892,4,917073,10.26,SIR4,YDR227W,-1
10893,4,916933,5.8,ADK1,YDR226W,4
10894,4,916782,9.95,ADK1,YDR226W,3
10895,4,916629,7.4,ADK1,YDR226W,2
10896,4,916484,5.97,ADK1,YDR226W,1
10897,4,916272,0.78,ADK1,YDR226W,-1
10898,4,916133,3.17,ADK1,YDR226W,-2
10899,4,915919,3.74,ADK1,YDR226W,-3
10900,4,915802,4.88,HTA1,YDR225W,2
10901,4,915624,11.01,HTA1,YDR225W,1
10902,4,915440,5.69,HTA1,YDR225W,-1
10903,4,915278,3.08,HTA1,YDR225W,-2
10904,4,915090,2.28,HTB1,YDR224C,-2
10905,4,914827,2.17,HTB1,YDR224C,-1
10906,4,914651,8.4,HTB1,YDR224C,1
10907,4,914497,5.88,HTB1,YDR224C,2
10908,4,914374,8.01,HTB1,YDR224C,3
10909,4,914175,0.99,,,NaN
10910,4,914028,5.79,,,NaN
10911,4,913723,9.63,,,NaN
10912,4,913562,6.37,,,NaN
10913,4,913395,10.66,CRF1,YDR223W,13
10914,4,913222,6.1,CRF1,YDR223W,12
10915,4,913079,5.91,CRF1,YDR223W,11
10916,4,912911,9.62,CRF1,YDR223W,10
10917,4,912764,6.55,CRF1,YDR223W,9
10918,4,912581,8.54,CRF1,YDR223W,8
10919,4,912410,5.83,CRF1,YDR223W,7
10920,4,912224,13.29,CRF1,YDR223W,6
10921,4,912033,3.95,CRF1,YDR223W,5
10922,4,911843,8.27,CRF1,YDR223W,4
10923,4,911697,1.91,CRF1,YDR223W,3
10924,4,911432,3.97,CRF1,YDR223W,1
10925,4,911258,6.34,CRF1,YDR223W,-1
10926,4,911098,9.73,CRF1,YDR223W,-2
10927,4,910924,5.91,CRF1,YDR223W,-3
10928,4,910705,4.13,,YDR222W,5
10929,4,910554,2.83,,YDR222W,4
10930,4,910390,6.22,,YDR222W,3
10931,4,910222,8.45,,YDR222W,2
10932,4,910049,7.76,,YDR222W,1
10933,4,909885,5.37,,YDR222W,-1
10934,4,909388,6.42,,YDR222W,-2
10935,4,909241,4.42,,YDR222W,-3
10936,4,909053,4.79,GTB1,YDR221W,12
10937,4,908935,5.5,GTB1,YDR221W,11
10938,4,908769,2.33,GTB1,YDR221W,10
10939,4,908610,8.01,GTB1,YDR221W,9
10940,4,908446,2.64,GTB1,YDR221W,8
10941,4,908295,5.53,GTB1,YDR221W,7
10942,4,908118,4.35,GTB1,YDR221W,6
10943,4,907980,7.5,GTB1,YDR221W,5
10944,4,907826,7.99,,YDR220C,-3
10945,4,907673,5.08,,YDR220C,-2
10946,4,907504,9.46,,YDR220C,-1
10947,4,907327,10.34,GTB1,YDR221W,1
10948,4,907059,7.34,MFB1,YDR219C,1
10949,4,906877,6.54,MFB1,YDR219C,2
10950,4,906719,8.38,MFB1,YDR219C,3
10951,4,906558,5.11,MFB1,YDR219C,4
10952,4,906405,5.53,MFB1,YDR219C,5
10953,4,906262,5.99,MFB1,YDR219C,6
10954,4,906093,7.03,MFB1,YDR219C,7
10955,4,905941,4.17,MFB1,YDR219C,8
10956,4,905801,6.86,MFB1,YDR219C,9
10957,4,905621,4.74,SPR28,YDR218C,-3
10958,4,905477,5.22,SPR28,YDR218C,-2
10959,4,905323,3.34,SPR28,YDR218C,-1
10960,4,905047,6.5,SPR28,YDR218C,1
10961,4,904893,7.72,SPR28,YDR218C,2
10962,4,904725,10.17,SPR28,YDR218C,3
10963,4,904560,6.63,SPR28,YDR218C,4
10964,4,904377,6.45,SPR28,YDR218C,5
10965,4,904215,7.13,SPR28,YDR218C,6
10966,4,904045,6.11,RAD9,YDR217C,-3
10967,4,903892,8.41,RAD9,YDR217C,-2
10968,4,903715,2.98,RAD9,YDR217C,-1
10969,4,903470,11.8,RAD9,YDR217C,1
10970,4,903300,9.04,RAD9,YDR217C,2
10971,4,903133,9.27,RAD9,YDR217C,3
10972,4,902969,10.51,RAD9,YDR217C,4
10973,4,902816,6,RAD9,YDR217C,5
10974,4,902645,6.61,RAD9,YDR217C,6
10975,4,902446,2.32,RAD9,YDR217C,7
10976,4,902323,2.3,RAD9,YDR217C,8
10977,4,902165,4.2,RAD9,YDR217C,9
10978,4,902017,6.31,RAD9,YDR217C,10
10979,4,901850,6.06,RAD9,YDR217C,11
10980,4,901682,8.27,RAD9,YDR217C,12
10981,4,901517,5.8,RAD9,YDR217C,13
10982,4,901357,7.46,RAD9,YDR217C,14
10983,4,901215,7.61,RAD9,YDR217C,15
10984,4,900988,4.95,RAD9,YDR217C,16
10985,4,900814,3.89,RAD9,YDR217C,17
10986,4,900663,6.63,RAD9,YDR217C,18
10987,4,900529,5.47,RAD9,YDR217C,19
10988,4,900304,2.16,RAD9,YDR217C,20
10989,4,900164,2.93,RAD9,YDR217C,21
10990,4,899948,3.6,RAD9,YDR217C,22
10991,4,899795,2.72,RAD9,YDR217C,23
10992,4,899631,3.46,RAD9,YDR217C,24
10993,4,899413,5.4,,,NaN
10994,4,899200,1.48,,,NaN
10995,4,899065,5.07,,,NaN
10996,4,898865,1.65,ADR1,YDR216W,26
10997,4,898715,7.76,ADR1,YDR216W,25
10998,4,898554,4.5,ADR1,YDR216W,24
10999,4,898413,3.11,ADR1,YDR216W,23
11000,4,898223,3.85,ADR1,YDR216W,22
11001,4,898033,2.06,ADR1,YDR216W,21
11002,4,897862,4.51,ADR1,YDR216W,20
11003,4,897698,2.3,ADR1,YDR216W,19
11004,4,897461,1.31,ADR1,YDR216W,18
11005,4,897316,3.62,ADR1,YDR216W,17
